"","101001","/clicktt/ByTTV/16-17/verein/101001/TSV-Altmannstein-e-V-/info","ByTTV","TSV Altmannstein e.V.","","","TSV Altmannstein e.V. (ByTTV)","",""
"","103030","/clicktt/ByTTV/16-17/verein/103030/TSV-Altomuenster/info","ByTTV","TSV Altomünster","","","TSV Altomünster (ByTTV)","",""
"","301001","/clicktt/ByTTV/16-17/verein/301001/TSV-Altusried/info","ByTTV","TSV Altusried","","","TSV Altusried (ByTTV)","",""
"","113001","/clicktt/ByTTV/16-17/verein/113001/TSV-Ampfing/info","ByTTV","TSV Ampfing","","","TSV Ampfing (ByTTV)","",""
"","601003","/clicktt/ByTTV/16-17/verein/601003/TSV-Ansbach/info","ByTTV","TSV Ansbach","","","TSV Ansbach (ByTTV)","",""
"","705001","/clicktt/ByTTV/16-17/verein/705001/TSV-Arnshausen/info","ByTTV","TSV Arnshausen","","","TSV Arnshausen (ByTTV)","",""
"","705002","/clicktt/ByTTV/16-17/verein/705002/TSV-Aschach-e-V-/info","ByTTV","TSV Aschach e.V.","","","TSV Aschach e.V. (ByTTV)","",""
"","305008","/clicktt/ByTTV/16-17/verein/305008/TSV-Augsburg-Pfersee-1885-e-V-/info","ByTTV","TSV Augsburg-Pfersee 1885 e.V.","","","TSV Augsburg-Pfersee 1885 e.V. (ByTTV)","",""
"","402001","/clicktt/ByTTV/16-17/verein/402001/TSV-Bad-Abbach/info","ByTTV","TSV Bad Abbach","","","TSV Bad Abbach (ByTTV)","",""
"","502002","/clicktt/ByTTV/16-17/verein/502002/TSV-Buch-am-Forst/info","ByTTV","TSV Buch am Forst","","","TSV Buch am Forst (ByTTV)","",""
"","306030","/clicktt/ByTTV/16-17/verein/306030/TSV-Firnhaberau-Augsburg/info","ByTTV","TSV Firnhaberau Augsburg","","","TSV Firnhaberau Augsburg (ByTTV)","",""
"","113005","/clicktt/ByTTV/16-17/verein/113005/TSV-Gars-am-Inn-1908-e-V-/info","ByTTV","TSV Gars am Inn 1908 e.V.","","","TSV Gars am Inn 1908 e.V. (ByTTV)","",""
"","3310100","/clicktt/TTVN/16-17/verein/3310100/TuS-Ahausen/info","TTVN","TuS Ahausen","","","TuS Ahausen (TTVN)","",""
"","3310140","/clicktt/TTVN/16-17/verein/3310140/TuS-Alfstedt/info","TTVN","TuS Alfstedt","","","TuS Alfstedt (TTVN)","",""
"","2192205","/clicktt/TTVN/16-17/verein/2192205/TuS-Altwarmbuechen/info","TTVN","TuS Altwarmbüchen","","","TuS Altwarmbüchen (TTVN)","",""
"","4410200","/clicktt/TTVN/16-17/verein/4410200/TuS-Aschendorf/info","TTVN","TuS Aschendorf","","","TuS Aschendorf (TTVN)","",""
"","4360600","/clicktt/TTVN/16-17/verein/4360600/TuS-Augustfehn/info","TTVN","TuS Augustfehn","","","TuS Augustfehn (TTVN)","",""
"","4370963","/clicktt/TTVN/16-17/verein/4370963/TuS-Aurich-Ost/info","TTVN","TuS Aurich-Ost","","","TuS Aurich-Ost (TTVN)","",""
"","2241590","/clicktt/TTVN/16-17/verein/2241590/TuS-Rehren-A-O-/info","TTVN","TuS Rehren A/O ","","","TuS Rehren A/O (TTVN)","",""
"","2193800","/clicktt/TTVN/16-17/verein/2193800/Tuspo-Almhorst/info","TTVN","Tuspo Almhorst","","","Tuspo Almhorst (TTVN)","",""
"","4390100","/clicktt/TTVN/16-17/verein/4390100/TV-Adelheide/info","TTVN","TV Adelheide","","","TV Adelheide (TTVN)","",""
"","4360150","/clicktt/TTVN/16-17/verein/4360150/TV-Apen/info","TTVN","TV Apen","","","TV Apen (TTVN)","",""
"","4360300","/clicktt/TTVN/16-17/verein/4360300/TV-Aschhausen/info","TTVN","TV Aschhausen","","","TV Aschhausen (TTVN)","",""
"","3270250","/clicktt/TTVN/16-17/verein/3270250/TV-Asendorf-Dierkshausen/info","TTVN","TV Asendorf-Dierkshausen","","","TV Asendorf-Dierkshausen (TTVN)","",""
"","4410860","/clicktt/TTVN/16-17/verein/4410860/TV-Erika-Altenberge/info","TTVN","TV Erika Altenberge","","","TV Erika Altenberge (TTVN)","",""
"","3263040","/clicktt/TTVN/16-17/verein/3263040/TV-Gut-Heil-Ankelohe/info","TTVN","TV Gut Heil Ankelohe","","","TV Gut Heil Ankelohe (TTVN)","",""
"","1130100","/clicktt/TTVN/16-17/verein/1130100/TV-Vater-Jahn-Abbensen/info","TTVN","TV Vater Jahn Abbensen","","","TV Vater Jahn Abbensen (TTVN)","",""
"","2194220","/clicktt/TTVN/16-17/verein/2194220/VfV-Concordia-Alvesrode/info","TTVN","VfV Concordia Alvesrode","","","VfV Concordia Alvesrode (TTVN)","",""
"","3330600","/clicktt/TTVN/16-17/verein/3330600/VTV-Assel/info","TTVN","VTV Assel","","","VTV Assel (TTVN)","",""
"","000002","/clicktt/TTVR/16-17/verein/000002/ASG-Altenkirchen/info","TTVR","ASG Altenkirchen","","","ASG Altenkirchen (TTVR)","",""
"","000586","/clicktt/TTVR/16-17/verein/000586/FC-Alemania-Plaidt/info","TTVR","FC Alemania Plaidt","","","FC Alemania Plaidt (TTVR)","",""
"","000328","/clicktt/TTVR/16-17/verein/000328/FC-Koenen-Abt-TT/info","TTVR","FC Könen Abt. TT","","","FC Könen Abt. TT (TTVR)","",""
"","000023","/clicktt/TTVR/16-17/verein/000023/SG-TuS-Altweidelbach-TuS-Ellern/info","TTVR","SG TuS Altweidelbach/TuS Ellern","","","SG TuS Altweidelbach/TuS Ellern (TTVR)","",""
"","000001","/clicktt/TTVR/16-17/verein/000001/SV-09-Alsdorf/info","TTVR","SV 09 Alsdorf","","","SV 09 Alsdorf (TTVR)","",""
"","000289","/clicktt/TTVR/16-17/verein/000289/SV-Irsch-Saar-Abt-TT/info","TTVR","SV Irsch/ Saar Abt. TT","","","SV Irsch/ Saar Abt. TT (TTVR)","",""
"","004794","/clicktt/TTVR/16-17/verein/004794/TTC-Ahbach/info","TTVR","TTC Ahbach","","","TTC Ahbach (TTVR)","",""
"","002798","/clicktt/TTVR/16-17/verein/002798/TTC-Ailertchen/info","TTVR","TTC Ailertchen","","","TTC Ailertchen (TTVR)","",""
"","001830","/clicktt/TTVR/16-17/verein/001830/TTC-Auel/info","TTVR","TTC Auel","","","TTC Auel (TTVR)","",""
"","001961","/clicktt/TTVR/16-17/verein/001961/TTF-Asbacher-Land/info","TTVR","TTF Asbacher Land","","","TTF Asbacher Land (TTVR)","",""
"","000493","/clicktt/TTVR/16-17/verein/000493/TTG-Augst/info","TTVR","TTG Augst","","","TTG Augst (TTVR)","",""
"","004640","/clicktt/TTVR/16-17/verein/004640/TTV-Alexandria-Hoehn/info","TTVR","TTV Alexandria Höhn","","","TTV Alexandria Höhn (TTVR)","",""
"","004314","/clicktt/TTVR/16-17/verein/004314/TTV-Andernach/info","TTVR","TTV Andernach","","","TTV Andernach (TTVR)","",""
"","004066","/clicktt/TTVR/16-17/verein/004066/TuS-Altenbamberg/info","TTVR","TuS Altenbamberg","","","TuS Altenbamberg (TTVR)","",""
"","000012","/clicktt/TTVR/16-17/verein/000012/TuWi-Adenau/info","TTVR","TuWi Adenau","","","TuWi Adenau (TTVR)","",""
"","001033","/clicktt/TTVR/16-17/verein/001033/TV-1889-Koblenz-Arzheim/info","TTVR","TV 1889 Koblenz - Arzheim","","","TV 1889 Koblenz - Arzheim (TTVR)","",""
"","001173","/clicktt/TTVR/16-17/verein/001173/TV-Anhausen-Meinborn/info","TTVR","TV Anhausen-Meinborn","","","TV Anhausen-Meinborn (TTVR)","",""
"","001199","/clicktt/TTVR/16-17/verein/001199/TV-Feldkirchen-Abt-TT/info","TTVR","TV Feldkirchen Abt. TT","","","TV Feldkirchen Abt. TT (TTVR)","",""
"","11908","/clicktt/TTVSA/16-17/verein/11908/Ball-u-Spielgem-Aufbau-Eisleben/info","TTVSA","Ball- u. Spielgem Aufbau Eisleben","","","Ball- u. Spielgem Aufbau Eisleben (TTVSA)","",""
"","12123","/clicktt/TTVSA/16-17/verein/12123/Bauarbeitersportverein-83-Aschersleben-K-/info","TTVSA","Bauarbeitersportverein 83 Aschersleben (K)","","","Bauarbeitersportverein 83 Aschersleben (K) (TTVSA)","",""
"","12216","/clicktt/TTVSA/16-17/verein/12216/TTC-Lok-Altmark-Stendal/info","TTVSA","TTC Lok Altmark Stendal","","","TTC Lok Altmark Stendal (TTVSA)","",""
"","12109","/clicktt/TTVSA/16-17/verein/12109/Froser-SV-Anhalt-07/info","TTVSA","Froser SV Anhalt 07","","","Froser SV Anhalt 07 (TTVSA)","",""
"","12314","/clicktt/TTVSA/16-17/verein/12314/SV-Anhalt-Oranienbaum/info","TTVSA","SV Anhalt Oranienbaum","","","SV Anhalt Oranienbaum (TTVSA)","",""
"","12022","/clicktt/TTVSA/16-17/verein/12022/SG-Aufbau-Schwerz-1966/info","TTVSA","SG Aufbau Schwerz 1966","","","SG Aufbau Schwerz 1966 (TTVSA)","",""
"","11820","/clicktt/TTVSA/16-17/verein/11820/SG-Aufbau-Elbe-Magdeburg-K-/info","TTVSA","SG Aufbau-Elbe Magdeburg (K)","","","SG Aufbau-Elbe Magdeburg (K) (TTVSA)","",""
"","11502","/clicktt/TTVSA/16-17/verein/11502/SG-ABUS-Dessau/info","TTVSA","SG ABUS Dessau","","","SG ABUS Dessau (TTVSA)","",""
"","12215","/clicktt/TTVSA/16-17/verein/12215/SG-Aufbau-Stendal-K-/info","TTVSA","SG Aufbau Stendal (K)","","","SG Aufbau Stendal (K) (TTVSA)","",""
"","11901","/clicktt/TTVSA/16-17/verein/11901/SSV-Mansfelder-Grund-Ahlsdorf/info","TTVSA","SSV Mansfelder Grund Ahlsdorf","","","SSV Mansfelder Grund Ahlsdorf (TTVSA)","",""
"","11401","/clicktt/TTVSA/16-17/verein/11401/SV-1889-Altenweddingen/info","TTVSA","SV 1889 Altenweddingen","","","SV 1889 Altenweddingen (TTVSA)","",""
"","11913","/clicktt/TTVSA/16-17/verein/11913/SV-Alemania-Riestedt/info","TTVSA","SV Alemania Riestedt","","","SV Alemania Riestedt (TTVSA)","",""
"","12306","/clicktt/TTVSA/16-17/verein/12306/SV-Allemannia-08-Jessen/info","TTVSA","SV Allemannia 08 Jessen","","","SV Allemannia 08 Jessen (TTVSA)","",""
"","11902","/clicktt/TTVSA/16-17/verein/11902/SV-Allstedt-K-/info","TTVSA","SV Allstedt (K)","","","SV Allstedt (K) (TTVSA)","",""
"","12206","/clicktt/TTVSA/16-17/verein/12206/SV-Altmark-Iden/info","TTVSA","SV Altmark Iden","","","SV Altmark Iden (TTVSA)","",""
"","11402","/clicktt/TTVSA/16-17/verein/11402/SV-Angern/info","TTVSA","SV Angern","","","SV Angern (TTVSA)","",""
"","11814","/clicktt/TTVSA/16-17/verein/11814/SV-Arminia-53-Magdeburg/info","TTVSA","SV Arminia 53 Magdeburg","","","SV Arminia 53 Magdeburg (TTVSA)","",""
"","12101","/clicktt/TTVSA/16-17/verein/12101/SV-Arminia-Aschersleben/info","TTVSA","SV Arminia Aschersleben","","","SV Arminia Aschersleben (TTVSA)","",""
"","11921","/clicktt/TTVSA/16-17/verein/11921/SV-Aufbau-Sangerhausen-K-/info","TTVSA","SV Aufbau Sangerhausen (K)","","","SV Aufbau Sangerhausen (K) (TTVSA)","",""
"","11802","/clicktt/TTVSA/16-17/verein/11802/SV-Aufbau-Empor-Ost-Magdeburg/info","TTVSA","SV Aufbau/Empor Ost Magdeburg","","","SV Aufbau/Empor Ost Magdeburg (TTVSA)","",""
"","11403","/clicktt/TTVSA/16-17/verein/11403/SV-Blau-Gelb-Ausleben-1920-K-/info","TTVSA","SV Blau-Gelb Ausleben 1920 (K)","","","SV Blau-Gelb Ausleben 1920 (K) (TTVSA)","",""
"","12222","/clicktt/TTVSA/16-17/verein/12222/SV-Eichstedt-Altmark-K-/info","TTVSA","SV Eichstedt Altmark (K)","","","SV Eichstedt Altmark (K) (TTVSA)","",""
"","11424","/clicktt/TTVSA/16-17/verein/11424/SV-Gutenswegen-Klein-Ammensleben-1990/info","TTVSA","SV Gutenswegen / Klein Ammensleben 1990","","","SV Gutenswegen / Klein Ammensleben 1990 (TTVSA)","",""
"","12201","/clicktt/TTVSA/16-17/verein/12201/SV-Rot-Weiß-1868-Arneburg-K-/info","TTVSA","SV Rot-Weiß 1868 Arneburg (K)","","","SV Rot-Weiß 1868 Arneburg (K) (TTVSA)","",""
"","11506","/clicktt/TTVSA/16-17/verein/11506/TSG-Aufbau-Union-Dessau/info","TTVSA","TSG Aufbau-Union Dessau","","","TSG Aufbau-Union Dessau (TTVSA)","",""
"","11001","/clicktt/TTVSA/16-17/verein/11001/TSV-Arendsee/info","TTVSA","TSV Arendsee","","","TSV Arendsee (TTVSA)","",""
"","11101","/clicktt/TTVSA/16-17/verein/11101/TSV-Elbe-Aken-1863/info","TTVSA","TSV Elbe Aken 1863","","","TSV Elbe Aken 1863 (TTVSA)","",""
"","11116","/clicktt/TTVSA/16-17/verein/11116/TTC-Anhalt-Zerbst/info","TTVSA","TTC Anhalt Zerbst","","","TTC Anhalt Zerbst (TTVSA)","",""
"","12119","/clicktt/TTVSA/16-17/verein/12119/TTC-Glueck-auf-Staßfurt-1951/info","TTVSA","TTC Glück auf Staßfurt 1951","","","TTC Glück auf Staßfurt 1951 (TTVSA)","",""
"","12122","/clicktt/TTVSA/16-17/verein/12122/TTC-79-Aschersleben-e-V-/info","TTVSA","TTC 79 Aschersleben e.V.","","","TTC 79 Aschersleben e.V. (TTVSA)","",""
"","12313","/clicktt/TTVSA/16-17/verein/12313/TTC-Abtsdorf/info","TTVSA","TTC Abtsdorf","","","TTC Abtsdorf (TTVSA)","",""
"","11421","/clicktt/TTVSA/16-17/verein/11421/TTSV-Groß-Ammensleben-1995/info","TTVSA","TTSV Groß Ammensleben 1995","","","TTSV Groß Ammensleben 1995 (TTVSA)","",""
"","12301","/clicktt/TTVSA/16-17/verein/12301/TTV-Gruen-Weiß-Annaburg/info","TTVSA","TTV Grün-Weiß Annaburg","","","TTV Grün-Weiß Annaburg (TTVSA)","",""
"","11025","/clicktt/TTVSA/16-17/verein/11025/TuS-Apenburg-K-/info","TTVSA","TuS Apenburg (K)","","","TuS Apenburg (K) (TTVSA)","",""
"","12102","/clicktt/TTVSA/16-17/verein/12102/ZLG-Atzendorf/info","TTVSA","ZLG Atzendorf","","","ZLG Atzendorf (TTVSA)","",""
"","70155","/clicktt/TTVSH/16-17/verein/70155/FT-Adler-Kiel/info","TTVSH","FT Adler Kiel","","","FT Adler Kiel (TTVSH)","",""
"","70575","/clicktt/TTVSH/16-17/verein/70575/MTV-Ahrensboek/info","TTVSH","MTV Ahrensbök","","","MTV Ahrensbök (TTVSH)","",""
"","71270","/clicktt/TTVSH/16-17/verein/71270/SSC-Hagen-Ahrensburg/info","TTVSH","SSC Hagen Ahrensburg","","","SSC Hagen Ahrensburg (TTVSH)","",""
"","70077","/clicktt/TTVSH/16-17/verein/70077/SV-Adelby/info","TTVSH","SV Adelby","","","SV Adelby (TTVSH)","",""
"","71375","/clicktt/TTVSH/16-17/verein/71375/SV-Ditmarsia-Albersdorf/info","TTVSH","SV Ditmarsia Albersdorf","","","SV Ditmarsia Albersdorf (TTVSH)","",""
