SG Eichelberg-Tiefenbach,944,BaTTV
SG Eidelstedt-Lurup,0345,HaTTV
SG Eigenrieden 1960,109005,TTTV
SG Eilbeck-WTB 61,0330,HTTV
SG Einheit 1950 Luckenwalde,2224,TTVB
SG Einheit 63 Cottbus,3330,TTVB
SG Einheit Meißen,2209,STTV
SG Eintracht Behnsdorf (K),11407,TTVSA
SG Eintracht Dörscheid,003578,TTVR
SG Eintracht Ebendorf,11415,TTVSA
SG Eintracht Ergste,114032,WTTV
SG Eisdorf 1918,12002,TTVSA
SG Empfingen,12013,TTVWH
SG Empor Klein Wanzleben,11433,TTVSA
SG Empor Oranienburg,1017,TTVB
SG Empor Sassnitz,730587,TTVMV
SG Empor Sondershausen-Stockhausen,111004,TTTV
SG Enkheim,43006,HeTTV
SG Epgert-Obersteinebach-Krunkel,002952,TTVR
SG Eppenbrunn,47,PTTV
SG Erdmannsdorf,2310,STTV
SG Erftstadt,155025,WTTV
SG Ergewa Erfurt,105013,TTTV
SG Erkenbrechtsweiler-Hochwang,05013,TTVWH
SG Essen-Heisingen,145015,WTTV
SG Essen-Schönebeck,145021,WTTV
SG FEZ Wuhlheide,3656,BTTV
SG Farmsen-Bramfeld,0420,HaTTV
SG Fichtenwalde,2220,TTVB
SG Findorff Bremen,64,FTTB
SG Fortuna Dardesheim,11707,TTVSA
SG Franken 06 Sennfeld,102078,ByTTV
SG Frauenzell-Muthmannshofen,310029,ByTTV
SG Fredersdorf,2437,TTVB
SG Frei-Laubersheim,128,RTTV
SG Frelsdorf-Appeln,3263740,TTVN
SG Freren,4410910,TTVN
SG Friesen Naumburg 2005,11308,TTVSA
SG Fronhausen 1945,13020,HeTTV
SG G.-W. 1921 Darmstadt,42008,HeTTV
SG Garnberg,07021,TTVWH
SG Gaselan Fürstenwalde,1112,TTVB
SG Gauerbach,4411755,TTVN
SG Gehrweiler,79,PTTV
SG Geltow,2236,TTVB
SG Germ. Wiesbaden,36020,HeTTV
SG Graben-Rußheim,144,BaTTV
SG Grenderich-Moritzheim,000812,TTVR
SG Griesingen,15023,TTVWH
SG Gronau,41016,HeTTV
SG Groß Stieten,740810,TTVMV
SG Großnaundorf,1115,STTV
SG Großröhrsdorf,1116,STTV
SG Grumbach,2409,STTV
SG Grün-Weiß Catterfeld e.V.,107032,TTTV
SG Grün-Weiß Eilenstedt 1927,11709,TTVSA
SG Grün-Weiß Hagenberg,1091480,TTVN
SG Grüne Eiche Großthiemig,3348,TTVB
SG Grüne Tanne Wippra,11920,TTVSA
SG Grüne Trift,3673,BTTV
SG Gumbsheim-Eckelsheim,107,RTTV
SG Gundelsheim,06026,TTVWH
SG Götzenhain 1945,46008,HeTTV
SG Halsbek,4362250,TTVN
SG Hambrücken-Weiher,143,BaTTV
SG Handwerk Rabenstein,4121,STTV
SG Hangelsberg 47,1438,TTVB
SG Hankenberge Wellendorf,4471860,TTVN
SG Hausen,31014,HeTTV
SG Hausham 1901,312028,ByTTV
SG Haverbeck,2182420,TTVN
SG Heber-Wolterdingen,3323070,TTVN
SG Heidelberg-Neuenheim,345,BaTTV
SG Heimbachtal-Trechtingh.,214,RTTV
SG Hennersdorf 09,2412,STTV
SG Hettstadt 1904,103019,ByTTV
SG Hillerse,1115250,TTVN
SG Hohenfelde,70850,TTVSH
SG Hohndorf,4227,STTV
SG Hoppecketal,183017,WTTV
SG Hönze,2213660,TTVN
SG Hülseberg,3302900,TTVN
SG Jeßnitz,11105,TTVSA
SG Johannesberg 1926,21028,HeTTV
SG Jugendkraft Crawinkel e.V.,107027,TTTV
SG Jößnitz,4312,STTV
SG Kaarst,142023,WTTV
SG Kelkheim,34019,HeTTV
SG Kisselbach-Pfalzfeld-Wiebelsheim,002134,TTVR
SG Kleinheubach,101049,ByTTV
SG Kleinnaundorf,2109,STTV
SG Kleinolbersdorf-Altenhain,4117,STTV
SG Klötze Süd (K),11013,TTVSA
SG Kolping Remscheid,144030,WTTV
SG Komet Blankenese-Osdorfer Born,0205,HaTTV
SG Kreuzebra,114016,TTTV
SG Krosigk,12006,TTVSA
SG Kruft-Kretz-Saffig,001478,TTVR
SG Kröftel 1973,35021,HeTTV
SG Kutenholz-Mulsum,3335400,TTVN
SG Kölln-Reisiek,70726,TTVSH
SG Köln-Worringen,151058,WTTV
SG Kühnau,11509,TTVSA
SG Külsheim-Dörlesberg,1024,BaTTV
SG Lagesbüttel,1061555,TTVN
SG Lahnbrück Fachbach,002278,TTVR
SG Landbau Schöneiche,1123,TTVB
SG Langenbrücken-Mingolsheim,142,BaTTV
SG Langenhahn-Rothenbach,004832,TTVR
SG Langenhessen-Stadt Werdau,4411,STTV
SG Lebus,1402,TTVB
SG Lenglern,1082500,TTVN
SG Lerchesflur,225,STTB
SG Letter,2193835,TTVN
SG Lichtenwalde,4118,STTV
SG Limmer,2205106,TTVN
SG Lokomotive Brandenburg,2420,TTVB
SG Lückersdorf-Gelenau,1132,STTV
SG Lüdersen,2194305,TTVN
SG Mahndorf-OT,80,FTTB
SG Marienburger Höhe,2214150,TTVN
SG Marktgölitz e.V.,211004,TTTV
SG Marxdorf,1115,TTVB
SG Marßel Bremen,30,FTTB
SG Medizin Bansin,750825,TTVMV
SG Medizin Görlitz,1210,STTV
SG Medizin Jena,207005,TTTV
SG Meerane 02,4413,STTV
SG Mettenberg,04034,TTVWH
SG Miltitz,2212,STTV
SG Misburg,2205136,TTVN
SG Monsheim-Kriegsheim,416,RTTV
SG Moosburg,414060,ByTTV
SG Motor Arnstadt,303011,TTTV
SG Motor Cunewalde,1109,STTV
SG Motor Dresden-Trachenberge,2126,STTV
SG Motor Gohlis Nord Leipzig,3217,STTV
SG Motor Halle,11603,TTVSA
SG Motor Hohenthurm,12004,TTVSA
SG Motor Wilsdruff,2433,STTV
SG Mutlangen,11069,TTVWH
SG Mühlbachtal,000505,TTVR
SG Münchwald,003723,TTVR
SG Nellingen,15039,TTVWH
SG Neu-Bamberg-Siefersheim,117,RTTV
SG Neuborna 62,12114,TTVSA
SG Neuenbürg-Unteröwisheim,126,BaTTV
SG Neundorf,4317,STTV
SG Neuses,206059,ByTTV
SG Neustadt,4319,STTV
SG Niederfischbach-Fischbacherhütte,000486,TTVR
SG Niederlauterstein,4264,STTV
SG Niederlehme 1912,3366,TTVB
SG Niedernjesa,1082980,TTVN
SG Niederwangen,02043,TTVWH
SG Nordheim-Wattenheim 1948 e.V.,41060,HeTTV
SG Nußloch,326,BaTTV
SG Obercrinitz,4415,STTV
SG Obergimpern-Siegelsbach,942,BaTTV
SG Oberlichtenau,1136,STTV
SG Oelsa,2418,STTV
SG Offenheim-Erbes-Büdesheim,118,RTTV
SG Offstein-Wachenheim,417,RTTV
SG Oslebshausen,34,FTTB
SG Oste-Oldendorf,3336000,TTVN
SG Osterfeld,148014,WTTV
SG Padenstedt,71435,TTVSH
SG Partenheim,108,RTTV
SG Petze,2214460,TTVN
SG Pfaffengrün,4321,STTV
SG Platjenwerbe,3306700,TTVN
SG Post-Süd Regensburg,413060,ByTTV
SG Pro-Bau Halle (K),11607,TTVSA
SG Pruchten-Bresewitz,732017,TTVMV
SG Pädagogik Jena,207006,TTTV
SG Quembach,32055,HeTTV
SG RW Büchenberg,21007,HeTTV
SG RW Gierath,142006,WTTV
SG Randersacker,103035,ByTTV
SG Regnitzlosau,206068,ByTTV
SG Reich-Michelbach,002620,TTVR
SG Reinhardtsdorf,2426,STTV
SG Reudnitz 2011,3219,STTV
SG Reutlingen,01046,TTVWH
SG Rhume,1083475,TTVN
SG Riebau,11017,TTVSA
SG Riederwald 1919,43043,HeTTV
SG Rodenberg,2241780,TTVN
SG Rodheim,25050,HeTTV
SG Ronnenberg,2193640,TTVN
SG Rot-Weiß 79 Bralitz,1022,TTVB
SG Rot-Weiß Neuenhagen,31806,BTTV
SG Rot-Weiß Thalheim,11123,TTVSA
SG Rot-Weiß Ziesar 1998,2210,TTVB
SG Rotation Prenz. Bg.,3752,BTTV
SG Rotation Prenzlauer Berg,3752,BTTV
SG Roth-Main,205073,ByTTV
SG Rothenberg 1946,45025,HeTTV
SG Rödental,504021,ByTTV
SG Rönshausen 1947,21056,HeTTV
SG SF Marmagen-Nettersheim,155041,WTTV
SG SGO-Grambke,71,FTTB
SG SVW-KMW Mainz,341,RTTV
SG SW 1919-45 Hattenhof,21022,HeTTV
SG Sackenbach-Rechtenbach,101078,ByTTV
SG Sandbach,45026,HeTTV
SG Scheidegg,02047,TTVWH
SG Schlagsdorf 91,740108,TTVMV
SG Schmidmühlen e.V.,208058,ByTTV
SG Schnedinghausen-Berwartshausen,1119300,TTVN
SG Schorndorf,11049,TTVWH
SG Schornsheim-Udenheim,125,RTTV
SG Schrezheim,10042,TTVWH
SG Schwalbach 1910,32059,HeTTV
SG Schwarz-Weiß Gattendorf,206019,ByTTV
SG Schwarz-Weiß Oldenburg,4464400,TTVN
SG Schönau,416076,ByTTV
SG Schönfeld Kassel 1989,12085,HeTTV
SG Seidenbuch,41043,HeTTV
SG Sendenhorst,172027,WTTV
SG Seth,71142,TTVSH
SG Sieg,000203,TTVR
SG Siemens Erlangen,207019,ByTTV
SG Simmern-DJK Hillscheid,001788,TTVR
SG Simmertal-Weiler,000652,TTVR
SG Sinzig-Ehlingen,001737,TTVR
SG Sitten,2348,STTV
SG Sitzenroda,3315,STTV
SG Solschen,1134150,TTVN
SG Sorgau,4250,STTV
SG Speicher - Orenhofen,000662,TTVR
SG Speicher-Orenhofen,008350,TTVR
SG Stadtwerke 1969 Schweinfurt,706030,ByTTV
SG Stahl Blankenburg 1948,11705,TTVSA
SG Stahl Brandenburg,2204,TTVB
SG Stahl Eisenhüttenstadt,1108,TTVB
SG Stahl Magdeburg-Nord,11808,TTVSA
SG Stahl Schmiedeberg,2428,STTV
SG Steinigtwolmsdorf,1143,STTV
SG Strahwalde,1234,STTV
SG Straßberg,4331,STTV
SG Straßenbahner Karlsruhe,421,BaTTV
SG Strietwald 1950 e.V.,701042,ByTTV
SG Stupferich,442,BaTTV
SG Sturmvogel Lohme,612282,TTVMV
SG Stützerbach-Ilmenau,303017,TTTV
SG Suderwich,176034,WTTV
SG Sulzheim-Rommersheim,124,RTTV
SG Südstern Senzig,3319,TTVB
SG TSV-DJK Herrieden,104044,ByTTV
SG TT Laubenheim,317,RTTV
SG TTC GWR Nienstedten-TuS Osdorf,0520,HaTTV
SG TTC Treis-Karden-Pommern,004198,TTVR
SG TTC Wiesloch-Bai-TV Dielheim,353,BaTTV
SG TV J.Brachb.-DJK Mudersb.,001241,TTVR
SG TV Knielingen-DJK Daxlanden,456,BaTTV
SG TV Waldhof-TSV Schönau,533,BaTTV
SG Taubenheim (Spree),1144,STTV
SG Telgte,172010,WTTV
SG Thalbürgel-Bürgel,202005,TTTV
SG Traktor Hirschfeld,3365,TTVB
SG TuS Altweidelbach-TuS Ellern,000023,TTVR
SG TuS Herborn-TuS Tiefenstein,000828,TTVR
SG TuS Kirchberg-TuS Rhaunen,000358,TTVR
SG TuS Koblenz-Neuendorf,000340,TTVR
SG Turbine Eisenach,301020,TTTV
SG Turbine Lauta,1130,STTV
SG Töplitz 1922,3374,TTVB
SG Ullersdorf,1145,STTV
SG Union 94 Würm-Lindern,159027,WTTV
SG Union Sandersdorf,11111,TTVSA
SG Unteres Eistal,238,PTTV
SG Unterstedt,3316250,TTVN
SG Urbach 49,109025,TTTV
SG Verliehausen-Vernawahlshausen,1119770,TTVN
SG Versehrte Dresden,2131,STTV
SG Victoria-Eppendorf,1240,HaTTV
SG Vielau 07,4419,STTV
SG Volkratshofen,310094,ByTTV
SG Vorhalle,114026,WTTV
SG Vöckelsbach 1980,41046,HeTTV
SG Wacker Meseberg 1928,11436,TTVSA
SG Waibstadt,933,BaTTV
SG Walchum-Hasselbrock,4413940,TTVN
SG Wald-Michelbach,41048,HeTTV
SG Waldbrunn,621,BaTTV
SG Waldetzenberg,413086,ByTTV
SG Waldfischbach,221,PTTV
SG Walhalla e.V. Regensburg,413061,ByTTV
SG Wallroda,1146,STTV
SG Wallstawe (K),11020,TTVSA
SG Weissach im Tal,11057,TTVWH
SG Weissenthurm-Kettig,001263,TTVR
SG Weißig,2132,STTV
SG Weißig 1861,2431,STTV
SG Weißig 1861 e.V.,2431,STTV
SG Westend Neumünster,70392,TTVSH
SG Westerwald,002616,TTVR
SG Wiedau,3310980,TTVN
SG Wiednitz - Heide,1149,STTV
SG Wiesa,1150,STTV
SG Wiesenbach,337,BaTTV
SG Wildsachsen,34033,HeTTV
SG Wilferdingen-Nöttingen,734,BaTTV
SG Wintermoor,3328740,TTVN
SG Wolferborn,25058,HeTTV
SG Wurgwitz,2434,STTV
SG Wöpkendorf,730494,TTVMV
SG ZW Karsdorf (K),11305,TTVSA
SG Zechin,1426,TTVB
SG Zeiss Jena-Süd,207003,TTTV
SG Zschoppelshain 1875,2353,STTV
SG Zschortau,3319,STTV
SG Öpfingen,15045,TTVWH
SG-DJK Rüppurr-TV Busenbach,463,BaTTV
SG-DJK St.Pius-MTG Mannheim,541,BaTTV
SG-DJK St.Pius-TV Schwetzingen,540,BaTTV
SG-EK Söllingen-TTC Wöschb,462,BaTTV
SG-Heidelberg-Rohrbach,368,BaTTV
SG-Post Mhm -TSV Neckarau,537,BaTTV
SG-Roth-Main,502031,ByTTV
SG-TS Durlach-Grötzingen,464,BaTTV
SG-TTC Oberacker-TTF Ruit,147,BaTTV
SG-Waldangelloch-Dühren,934,BaTTV
SG-Wiesenbach-Bammental,362,BaTTV
SGK Bad Homburg 1890,31004,HeTTV
SGN Müschenbach,000425,TTVR
SGP Oberlohberg,148045,WTTV
SGS Amberg,404002,ByTTV
SHV Wesseloh,3328550,TTVN
SIG 1995 Stepenitz,2416,TTVB
SIG Elmenhorst,71723,TTVSH
SK Dienethal,001999,TTVR
SK Heuchling e.V. 1920,605010,ByTTV
SK Mainberg,706017,ByTTV
SKG 1887-1946 Bauschheim,44002,HeTTV
SKG 1888 Walldorf,44029,HeTTV
SKG 1945 Stockstadt,44025,HeTTV
SKG 1947 Wembach-Hahn,42055,HeTTV
SKG Bickenbach,42005,HeTTV
SKG Bonsweiher,41007,HeTTV
SKG Erfelden,44008,HeTTV
SKG Gablenberg,14009,TTVWH
SKG Löhrbach,41031,HeTTV
SKG Ober-Mumbach,41038,HeTTV
SKG Stuttgart Max-Eyth-See,14025,TTVWH
SKG Wallerstädten,44030,HeTTV
SKG Zell,41051,HeTTV
SKV 1982 Nieder-Oberrod,35027,HeTTV
SKV Eglosheim,08041,TTVWH
SKV Eningen-Achalm,01007,TTVWH
SKV Hochberg,08026,TTVWH
SKV Rutesheim,03025,TTVWH
SKV Sandhofen,517,BaTTV
SKV Unterensingen,05062,TTVWH
SLS Leinebagger Hannover,2205822,TTVN
SPFR Affaltrach,06002,TTVWH
SPFR Friedrichshafen,02021,TTVWH
SPFR Gellmersbach,06023,TTVWH
SPFR Illerrieden,15028,TTVWH
SPFR Nagelsberg,07049,TTVWH
SPFR Neckarsulm,06045,TTVWH
SPFR Neckarwestheim,06046,TTVWH
SPFR Stockheim,06057,TTVWH
SPORTVG. Feuerbach,14008,TTVWH
SPV Altmittweida,2301,STTV
SPV.05 Nürtingen,05043,TTVWH
SPVGG ALEM. Müllheim,22041,SbTTV
SPVGG Aidlingen,03001,TTVWH
SPVGG Au,15002,TTVWH
SPVGG Besigheim,08005,TTVWH
SPVGG Eschenau,06020,TTVWH
SPVGG Frankenbach,06021,TTVWH
SPVGG Heinriet,06032,TTVWH
SPVGG Holzgerlingen,03013,TTVWH
SPVGG Mönsheim,08053,TTVWH
SPVGG Mössingen,01036,TTVWH
SPVGG Neuwirtshaus,14017,TTVWH
SPVGG Oedheim,06051,TTVWH
SPVGG Reichenbach,13018,TTVWH
SPVGG Renningen,03023,TTVWH
SPVGG Rommelshausen,11043,TTVWH
SPVGG Schiltach,24046,SbTTV
SPVGG Stetten,05060,TTVWH
SPVGG Untermünstertal,22053,SbTTV
SPVGG Warmbronn,03031,TTVWH
SPVGG Weil im Schönbuch,03033,TTVWH
SPVGG-07 Ludwigsburg,08046,TTVWH
SPVGG. F.A.L. Frickingen,21008,SbTTV
SSB Halle (K),11605,TTVSA
SSC Dodesheide,4484900,TTVN
SSC Hagen Ahrensburg,71270,TTVSH
SSC JUNO Burg 1921,32012,HeTTV
SSC Karlsruhe,422,BaTTV
SSC Klein Sisbeck,1102360,TTVN
SSC Lingen,4411665,TTVN
SSC Northeim,1118430,TTVN
SSF Bonn,154011,WTTV
SSG 1907 Breitscheid,32011,HeTTV
SSG 1966 Ense-Nordenbeck,15054,HeTTV
SSG Algermissen,2210560,TTVN
SSG Augsburg,309010,ByTTV
SSG Bechtoldsweiler,01069,TTVWH
SSG Bishausen (neu dazu),1110750,TTVN
SSG Daxweiler,000877,TTVR
SSG Gravenbruch,46009,HeTTV
SSG Halvestorf-Herkendorf,2182380,TTVN
SSG Kernscheid,003210,TTVR
SSG Mariahof,002365,TTVR
SSG Marienau,2183060,TTVN
SSG Redderse,2191850,TTVN
SSG Trögen-Üssinghausen,1119460,TTVN
SSG Ulm 1999,15021,TTVWH
SST 1921 Liebenau,12042,HeTTV
SSV 07 Schlotheim,109030,TTTV
SSV 1920 Haigerseelbach,32031,HeTTV
SSV 1920 Markt Rettenbach,303034,ByTTV
SSV 1921 Raunheim,44019,HeTTV
SSV 1925 Rhena,15040,HeTTV
SSV 1952 Torgau,3316,STTV
SSV 1955 Bunstruth,15012,HeTTV
SSV 80 Gardelegen,11009,TTVSA
SSV 81 Pfaffenheck,003474,TTVR
SSV 90 Landsberg,311073,TTVSA
SSV 91 Brand-Erbisdorf,2302,STTV
SSV Altenberg,2401,STTV
SSV Altenberg e.V.,2401,STTV
SSV Anhausen,309004,ByTTV
SSV Auenstein,06004,TTVWH
SSV Aurach e.V.,601005,ByTTV
SSV BW Blankenau,183021,WTTV
SSV Bad Brambach,4303,STTV
SSV Berghausen,141030,WTTV
SSV Bernloch,01005,TTVWH
SSV Blau-Gelb Eichenbarleben-Ochtmersleben,11416,TTVSA
SSV Blau-Weiß Gersdorf,4405,STTV
SSV Blau-Weiß Neuhausen,2339,STTV
SSV Bobingen,309024,ByTTV
SSV Bornheim,154020,WTTV
SSV Brand,208007,ByTTV
SSV Brennberg e.V.,401020,ByTTV
SSV Buchholz,000098,TTVR
SSV Chemnitz,4122,STTV
SSV Didderse,1060340,TTVN
SSV Düsseldorf-Knittkuhl,141031,WTTV
SSV Eintr. 1921 Hirzenhain,32035,HeTTV
SSV Eintracht Loitsche-Zielitz,11434,TTVSA
SSV Eintracht Lommersum,155033,WTTV
SSV Eisleben,11907,TTVSA
SSV Ernsbach,07016,TTVWH
SSV Fortschritt Lichtenstein,4412,STTV
SSV Freiburg,22018,SbTTV
SSV Friedrichshain,3202,BTTV
SSV Geisselhardt,07022,TTVWH
SSV Germania Wuppertal,144037,WTTV
SSV Gevelsdorf,159006,WTTV
SSV Golbach,155038,WTTV
SSV Gristede,4362000,TTVN
SSV Groß Kummerfeld,71540,TTVSH
SSV Groß Lengden,1082460,TTVN
SSV Groß Santersleben-Hermsdorf 1995,11422,TTVSA
SSV Groß-Hehlen,3254350,TTVN
SSV Gädheim,102018,ByTTV
SSV Güster,70254,TTVSH
SSV Hagen,3333850,TTVN
SSV Happerschoss,156041,WTTV
SSV Hargarten-Reimsbach,313,STTB
SSV Hattert,000946,TTVR
SSV Heilsberg,25028,HeTTV
SSV Hennstedt,71378,TTVSH
SSV Höchstädt-Donau,309049,ByTTV
SSV Jandelsbrunn e.V.,415032,ByTTV
SSV Jeddeloh,4363000,TTVN
SSV Kau,02029,TTVWH
SSV Kirchenpingarten,206035,ByTTV
SSV Kirchhorst,2192260,TTVN
SSV Kästorf-Warmenau,1160600,TTVN
SSV Königsförde,2182880,TTVN
SSV Königshain-Wiederau,2328,STTV
SSV Lamerden 1920,12040,HeTTV
SSV Langenhagen,2192715,TTVN
SSV Lardenbach-Klein-Eichen e.V.,24031,HeTTV
SSV Lunden,70035,TTVSH
SSV Lützenkirchen,153001,WTTV
SSV Mannheim,513,BaTTV
SSV Mansfelder Grund Ahlsdorf,11901,TTVSA
SSV Marina Wendtorf,70842,TTVSH
SSV Markranstädt,3214,STTV
SSV Marnbach-Deutenhausen,108008,ByTTV
SSV Merten,154045,WTTV
SSV Meschede,113022,WTTV
SSV Moselland Ernst,000153,TTVR
SSV Mühlhausen-Ülzen,112024,WTTV
SSV Neddenaverbergen,3352970,TTVN
SSV Neuhaus,1160740,TTVN
SSV Neumünster,309071,ByTTV
SSV Nienhagen-Gilten,3324600,TTVN
SSV Nisterberg,002550,TTVR
SSV Nordhofen,000497,TTVR
SSV Nörten,1117600,TTVN
SSV Nübbel,71434,TTVSH
SSV Pennigsehl-Mainsche,2231380,TTVN
SSV Plockhorst,1133950,TTVN
SSV Preußen Elfringhausen,144048,WTTV
SSV Pronsfeld,000595,TTVR
SSV Radenbeck-Zasenbeck,1062200,TTVN
SSV Reutlingen,01047,TTVWH
SSV Rhade,175030,WTTV
SSV Rodewald,2231450,TTVN
SSV Rotation,3852,BTTV
SSV Rübgarten,01055,TTVWH
SSV Salach,13020,TTVWH
SSV Satow,720054,TTVMV
SSV Schafflund,71119,TTVSH
SSV Scheuen,3256200,TTVN
SSV Schnakenbek,70279,TTVSH
SSV Schorndorf,413070,ByTTV
SSV Schw. Lixfeld,13030,HeTTV
SSV Schönmünzach,12037,TTVWH
SSV Spantekow 49,750018,TTVMV
SSV St. Egidien,4404,STTV
SSV Steinperf,13053,HeTTV
SSV Stimpfach,07065,TTVWH
SSV Strümp,147008,WTTV
SSV Stötteritz,3225,STTV
SSV Turbine Dresden,2129,STTV
SSV Turbine Potsdam,2427,TTVB
SSV Ulm 46,15061,TTVWH
SSV Vechta,4496200,TTVN
SSV Vogelstang,514,BaTTV
SSV Waghäusel,134,BaTTV
SSV Walberberg,154042,WTTV
SSV Waldesruh-Welmbuettel,70053,TTVSH
SSV Wellesweiler,145,STTB
SSV Wertach,310098,ByTTV
SSV Wildpoldsried,310101,ByTTV
SSV Wilthen,1151,STTV
SSV Wittenberge,4366500,TTVN
SSV Wittow-Ost,730979,TTVMV
SSV Wollishausen,309105,ByTTV
SSV Ziethen,70236,TTVSH
SSV Zschopau,4260,STTV
STC Eime,2211760,TTVN
STK Dr. Casl Zagreb,CRO-002258896,Ausland
STK Eilvese,2193015,TTVN
STV 1911 Drommershausen,33015,HeTTV
STV Barßel,4380600,TTVN
STV Germania 1920 Neuendorf,3355,TTVB
STV Hünxe,148044,WTTV
STV Ringelheim,1140113,TTVN
STV Sedelsberg,4389640,TTVN
SV 02 Altneudorf,301,BaTTV
SV 04 Marktredwitz,509006,ByTTV
SV 04 Rohrberg (K),11018,TTVSA
SV 05 Friedrichroda,107004,TTTV
SV 05 Rehbrücke,2239,TTVB
SV 06 Planetal,2413,TTVB
SV 08 Geraberg,303003,TTTV
SV 09 Alsdorf,000001,TTVR
SV 09 Arnstadt,303012,TTTV
SV 1860 Minden,186015,WTTV
SV 1861 Oberoderwitz,1226,STTV
SV 1861 Ortmannsdorf,4416,STTV
SV 1873 Nürnberg-Süd,606040,ByTTV
SV 1883 Schwarza e.V.,211013,TTTV
SV 1885 Golßen,3339,TTVB
SV 1889 Altenweddingen,11401,TTVSA
SV 1890 KS-Nordshausen,12052,HeTTV
SV 1892 Werben,3353,TTVB
SV 1893 Niederorschel,114020,TTTV
SV 1896 Großdubrau,1114,STTV
SV 1896 Großdubrau e.V.,1114,STTV
SV 1899 Sosa,4251,STTV
SV 1899 Staufenberg,22059,HeTTV
SV 1900 Audenhain,3302,STTV
SV 1908 Falken-Gesäß,45008,HeTTV
SV 1910 Kahla,202004,TTTV
SV 1910 Neuhof,21040,HeTTV
SV 1910 Reichensachsen,16031,HeTTV
SV 1911 Hof,507006,ByTTV
SV 1912 Guhrow,3357,TTVB
SV 1912 Klein-Gerau,44014,HeTTV
SV 1912 Stüdenitz,2242,TTVB
SV 1913 Erbach,35011,HeTTV
SV 1913 Walbeck,146001,WTTV
SV 1915 Mildensee,11512,TTVSA
SV 1916 Großrudestedt,105018,TTTV
SV 1919 Prösen,3327,TTVB
SV 1919 Woltersdorf,1116,TTVB
SV 1919 Zeilsheim,43053,HeTTV
SV 1920 Albstadt,101002,ByTTV
SV 1920 Heftrich,35018,HeTTV
SV 1920 Herrenhaide,2325,STTV
SV 1920 Seulberg,31027,HeTTV
SV 1920 Steinbach,21052,HeTTV
SV 1920 Tauer,3359,TTVB
SV 1920 Tiefenbach,413081,ByTTV
SV 1920 Zella-Loshausen,14055,HeTTV
SV 1921 Dillhausen,33012,HeTTV
SV 1921 Ettingshausen,22013,HeTTV
SV 1921 Heinersreuth,206026,ByTTV
SV 1921 Herbstein,24023,HeTTV
SV 1921 Ottenhausen e.V.,112004,TTTV
SV 1921 Walldorf,304012,TTTV
SV 1921 Weidach,205096,ByTTV
SV 1922 Radibor,1138,STTV
SV 1922 Radibor e.V.,1138,STTV
SV 1922 Thamsbrück,109040,TTTV
SV 1923 Lommatzsch,2207,STTV
SV 1923 Nieder-Wöllstadt,25041,HeTTV
SV 1923 Reddighausen,15038,HeTTV
SV 1923 Rennertehausen,15039,HeTTV
SV 1924 Münchenbernsdorf e.V.,204013,TTTV
SV 1926 Niederöfflingen e. V.,000943,TTVR
SV 1928 Altensittenbach e.V.,207004,ByTTV
SV 1928 Geilshausen,22017,HeTTV
SV 1928 Heckholzhausen,33032,HeTTV
SV 1928 Pettstadt-Ofr.,205066,ByTTV
SV 1928 Ruppertenrod e.V.,24043,HeTTV
SV 1934 Hallgarten,35014,HeTTV
SV 1936 Saasen,22058,HeTTV
SV 1945 Annerod,22005,HeTTV
SV 1945 Etzelwang e.V.,208016,ByTTV
SV 1945 Groß-Bieberau,42022,HeTTV
SV 1945 Nothfelden,12053,HeTTV
SV 1946 Crumstadt,44006,HeTTV
SV 1947 Hammelbach,41019,HeTTV
SV 1947 Holzheim,309050,ByTTV
SV 1947 Kolitzheim,102045,ByTTV
SV 1947 Ornbau,104065,ByTTV
SV 1949 Hattenrod,22027,HeTTV
SV 1949 Heßdorf,101036,ByTTV
SV 1949 Rixfeld,24041,HeTTV
SV 1952 Geismar,301029,TTTV
SV 1952 Odenhausen,22051,HeTTV
SV 1953 Rothnaußlitz,1140,STTV
SV 1956 Großkochberg e.V.,211016,TTTV
SV 1958 Schwanheim,41042,HeTTV
SV 1958 Sickenhofen,42049,HeTTV
SV 1960 Gunsleben,11423,TTVSA
SV 1960 Metzels,304008,TTTV
SV 1961 Dorheim,14008,HeTTV
SV 1963 Riedering e.V.,416067,ByTTV
SV 1964 Ermschwerd,16007,HeTTV
SV 1965 Gläserzell,21018,HeTTV
SV 1969 Airlenbach,45001,HeTTV
SV 1969 Hoyerswerda,1121,STTV
SV 1969 Melchow-Grüntal,1419,TTVB
SV 1969 Nonnenroth,22050,HeTTV
SV 1969 Udenborn,14047,HeTTV
SV 1970 Beuern,14005,HeTTV
SV 1970 Schalkhausen,104079,ByTTV
SV 1972 Ober-Hainbrunn,45022,HeTTV
SV 1975 Mittelbuchen,23037,HeTTV
SV 1985 Theeßen (K),11219,TTVSA
SV 2011 Eiche,2254,TTVB
SV 21 Bonenburg,183026,WTTV
SV 23 Drenke,183024,WTTV
SV 47 Rövershagen,720533,TTVMV
SV 47-63 Stockum,177023,WTTV
SV 51 Zerbst (K),11118,TTVSA
SV 62 Bruchsal,104,BaTTV
SV 73 Langendorf,102049,ByTTV
SV 75 Wildschütz,3317,STTV
SV 77 Grevesmühlen,740158,TTVMV
SV 77 Näherstille e.V.,304029,TTTV
SV 87 Henneberg e.V.,304016,TTTV
SV 8O Ramersbach,003292,TTVR
SV 90 Altengottern,109001,TTTV
